f_APID,APID,RAJ2000_1,DEJ2000_1,Rap,Reff,fcl_g,PCID,AltID,mcor,f275w_ul,f275w_vega,f275w_err,f336w_ul,f336w_vega,f336w_err,f475w_ul,f475w_vega,f475w_err,f814w_ul,f814w_vega,f814w_err,f110w_ul,f110w_vega,f110w_err,f160w_ul,f160w_vega,f160w_err,Cl,Mcat,Simbad,recno,RA_UVIT (deg),RA_std (deg),DEC_UVIT (deg),DEC_std (deg),F148W_AB,F148W_err,F172M_AB,F172M_err,N219M_AB,N219M_err,N279N_AB,N279N_err,F169M_AB,F169M_err,Separation_1,Region
,2093,11.23276306,41.59164611,1.97,0.77,0.77,0,,-0.09,,19.17,0.04,,19.22,0.01,,20.13,0.14,>,19.71,0.13882075,>,17.93,0.1503876,>,16.9,0.15390909,,0,Simbad,1383,11.23268417,6.04E-05,41.59159003,4.78E-05,21.47433098,0.044188664,21.64710302,0.142332687,21.30406635,0.144129526,20.89571084,0.136204411,,,0.293025964,2
,2145,11.23958889,41.65393889,1.83,0.49,0.77,0,,-0.01,,18.84,0.02,,19.11,0.03,,20.1,0.04,,19.32,0.21,,17.82,0.21,,16.94,0.18,,0,Simbad,1413,11.23947003,4.91E-05,41.65385444,5.05E-05,20.49695893,0.033581548,21.29936389,0.12278859,20.86209936,0.118867835,20.49111818,0.113464247,,,0.441183484,2
,2348,11.241335,41.489975,2.77,0.57,0.75,0,B235-G297,0,,18.74,0.06,,17.52,0.02,,16.98,0.01,,15.28,0.01,,14.55,0.02,,13.78,0.03,,2,Simbad,1519,11.24141094,1.21E-04,41.49012504,1.26E-04,22.89368045,0.075497683,21.82135791,0.153460594,21.63228028,0.166690903,20.47006074,0.112395009,,,0.577651884,2
,884,11.24633111,41.46762,1.13,0.11,0.79,0,,0,,18.34,0.01,,18.54,0.01,,19.77,0.02,,19.64,0.14,>,19.89,0.1503876,>,18.89,0.15390909,,0,Simbad,617,11.24632094,3.47E-05,41.46762311,4.73E-05,20.39760616,0.032837712,20.53883181,0.090355805,20.23912194,0.091410396,19.68812058,0.079387728,,,0.029631322,2
,879,11.24945694,41.60094611,1.61,0.27,0.86,0,,0,,18.63,0.01,,18.69,0.01,,19.23,0.02,,18.12,0.05,,17.27,0.09,,16.45,0.1,,0,Simbad,613,11.24943466,4.65E-05,41.60093517,2.62E-05,20.72245219,0.035470184,20.96633365,0.107011271,20.53722465,0.103488156,20.13491794,0.096734844,,,0.071765948,2
,4049,11.25243611,41.556245,1.45,0.39,0.56,0,,-0.01,,18.69,0.01,,18.9,0.02,,20.36,0.01,>,20.84,0.13882075,>,18.18,0.1503876,>,17.64,0.15390909,,0,Simbad,2420,11.25238836,1.43E-05,41.55621484,1.48E-05,20.32727546,0.03234156,20.74764026,0.098024724,20.33495416,0.095096514,20.09352883,0.09496784,,,0.168324352,2
,3444,11.25275306,41.59678611,1.22,0.17,0.55,0,,0,,19.11,0.01,,19.21,0.01,,20.36,0.03,,20.16,0.33,>,18.85,0.1503876,>,17.82,0.15390909,,0,Simbad,2128,11.25270284,3.73E-05,41.59673963,2.96E-05,20.60315359,0.034435061,20.86473336,0.102709129,20.73080002,0.112353415,20.13574407,0.096770469,,,0.215124183,2
,1695,11.25276306,41.4767,1.5,0.32,0.76,0,V300,0,,18.51,0.07,,18.27,0.05,,18.99,0.03,,18.24,0.05,,17.68,0.04,,17.44,0.09,Cl,2,Simbad,1132,11.25270325,3.01E-05,41.47669275,5.09E-05,20.51355221,0.033710848,20.88982109,0.1037505,20.78853625,0.115166251,19.90591344,0.087381054,,,0.163402317,2
E,1041,11.25363194,41.51686694,2.27,0.59,0.78,0,,-0.01,,17.59,0.05,,17.58,0.06,,18.72,0.09,,18.06,0.24,,17.75,0.36,>,16.9,0.15390909,,1,Simbad,715,11.25364966,4.82E-05,41.5167878,6.01E-05,19.91887905,0.029907893,20.15764059,0.078403356,20.13956048,0.087767114,19.25282417,0.06572848,,,0.2888855,2
,2812,11.25764389,41.49690694,1.67,0.4,0.69,0,,0,,19.83,0.01,,19.52,0.03,,19.52,0.03,,18.77,0.15,,18.34,0.25,,18.03,0.26,,0,Simbad,1790,11.25764238,5.33E-05,41.49691661,5.02E-05,22.35612446,0.060777187,22.73851475,0.230251217,21.92752774,0.19022592,21.42028736,0.172882581,,,0.035045172,2
,375,11.26065389,41.61256889,1.72,0.57,0.94,0,,-0.04,,19.12,0.04,,18.97,0.01,,19.12,0.01,,18.27,0.05,,17.86,0.09,,17.21,0.1,,0,Simbad,281,11.26064203,2.72E-05,41.61256536,3.19E-05,21.2824722,0.041563298,21.37970111,0.127008471,21.37964537,0.149015434,20.66872401,0.122917049,,,0.034361425,2
,3204,11.26222,41.53017389,1.77,0.55,0.63,0,,-0.03,,18.71,0.02,,18.87,0.01,,20.09,0.06,>,19.5,0.13882075,>,18.67,0.1503876,>,17.82,0.15390909,,0,Simbad,2002,11.26226155,5.91E-05,41.53017897,7.50E-05,20.38183075,0.032724277,21.1131496,0.113638853,20.9864707,0.125437382,20.18046539,0.098719979,,,0.113463235,2
,3924,11.26631389,41.61985611,2.12,0.71,0.54,0,,-0.04,,17.3,0.06,,17.65,0.07,,18.94,0.18,,18.26,0.08,>,15.35,0.1503876,>,15.41,0.15390909,,0,Simbad,2364,11.26628966,5.05E-05,41.61980936,7.97E-05,19.24305922,0.027216921,20.23101901,0.080513306,19.30048991,0.063593189,19.04014977,0.060044114,,,0.180493682,2
,2027,11.26854111,41.512745,1.9,0.6,0.78,0,KHM31-261,-0.03,,18.79,0.03,,18.72,0.01,,19.13,0.02,,18.51,0.22,,17.96,0.36,>,17.06,0.15390909,,0,Simbad,1347,11.2684529,6.14E-05,41.51283128,5.22E-05,20.96109001,0.037803118,22.06457334,0.170657125,21.35216382,0.147218316,20.13849932,0.096889383,,,0.39118495,2
,3286,11.26986194,41.64770611,1.77,0.64,0.64,0,,-0.06,,19.5,0.02,,19.63,0.12,,20.49,0.05,>,19.78,0.13882075,>,18.47,0.1503876,>,17.63,0.15390909,,0,Simbad,2044,11.26974436,1.05E-04,41.64759768,7.18E-05,21.68688461,0.047467867,22.2169886,0.182508733,22.85976224,0.290109593,20.91347941,0.137305409,,,0.502418145,2
,3503,11.27852611,41.60035194,1.43,0.37,0.62,0,,-0.01,,19.89,0.16,,19.71,0.04,,20.63,0.08,>,19.66,0.13882075,>,18.6,0.1503876,>,17.58,0.15390909,,0,Simbad,2162,11.27859174,1.24E-04,41.60031788,3.55E-05,21.26580268,0.041349261,22.0108863,0.166685271,21.24819862,0.140630237,21.22645985,0.15827527,,,0.215067384,2
,1082,11.27960694,41.62172889,1.46,0.35,0.73,0,KHM31-267,0,,19.1,0.01,,19.21,0.01,,19.69,0.02,,18.65,0.12,,18,0.22,,17.46,0.34,,2,Simbad,740,11.27970551,5.80E-05,41.62174298,2.32E-05,20.81477894,0.036329805,21.47687085,0.132343772,20.99758333,0.126044007,20.10648147,0.095517086,,,0.270055127,2
,3450,11.28074889,41.56824806,1.61,0.69,0.62,0,,-0.12,,18.78,0.03,,18.71,0.03,,19.12,0.01,,18.8,0.1,,18.78,0.33,>,17.22,0.15390909,,0,Simbad,2130,11.280706,3.56E-05,41.56821692,3.22E-05,20.87036946,0.03687315,21.24034412,0.119795018,20.522258,0.102837625,20.17261645,0.098374822,,,0.160973926,2
,2810,11.28154694,41.62461694,1.97,0.6,0.54,0,,-0.02,,18.3,0.02,,18.61,0.03,,19.98,0.09,>,19.76,0.13882075,,18.13,0.2,,17.25,0.22,,0,Simbad,1788,11.28148723,6.14E-05,41.62452816,5.19E-05,20.39643427,0.032829242,20.88799767,0.103674354,20.29914228,0.09369798,20.58133697,0.118167292,,,0.357737156,2
,1438,11.28212194,41.65810389,1.24,0.39,0.8,0,,-0.03,,20.87,0.11,,20.64,0.01,,21.02,0.07,>,21.69,0.13882075,>,18.9,0.1503876,>,17.79,0.15390909,,0,Simbad,975,11.28213794,3.83E-05,41.65808709,6.04E-05,22.73767423,0.070797854,22.61663655,0.218013269,22.97802727,0.306177884,22.10967403,0.236917656,,,0.074219583,2
,164,11.28467611,41.66056389,2.91,0.99,0.97,0,B477-D075,-0.05,,18.92,0.06,,18.57,0.02,,18.48,0.04,,17.84,0.12,,17.54,0.21,,17.09,0.22,,2,Simbad,126,11.28472912,6.91E-05,41.66056282,4.79E-05,22.01595073,0.053400957,21.45857456,0.131319379,21.09995064,0.131788966,20.80208485,0.130551928,,,0.142613219,2
,3304,11.28528889,41.61886694,1.46,0.15,0.64,0,,0,,19.09,0.09,,19.24,0.04,,20.31,0.06,>,19.71,0.13882075,>,18.35,0.1503876,>,17.41,0.15390909,,0,Simbad,2055,11.28530759,5.37E-05,41.61888022,3.93E-05,20.75502468,0.035767474,20.93397213,0.105616365,20.54873565,0.103991804,20.8620329,0.134142575,,,0.069416372,2
,846,11.293285,41.61289,1.84,0.4,0.9,0,WH24,0,,16.3,0.05,,16.58,0.05,,17.93,0.07,,17.8,0.08,,17.73,0.17,,17.46,0.34,,0,Simbad,599,11.2932282,4.01E-05,41.61291154,2.99E-05,17.66385687,0.024582711,18.39483771,0.047928604,17.88216501,0.04189952,17.51662872,0.033367506,,,0.171419534,2
,1243,11.29436806,41.64804306,1.46,0.2,0.85,0,KHM31-569,0,,17.41,0.03,,17.66,0.03,,18.84,0.05,,18.86,0.29,>,18.53,0.1503876,>,17.73,0.15390909,,0,Simbad,843,11.29436971,4.71E-05,41.64802375,1.70E-05,19.26174093,0.027273622,19.66241815,0.06626209,18.95763102,0.056517697,18.95401251,0.057907643,,,0.069640624,2
,2020,11.29578611,41.64903694,1.68,0.43,0.71,0,M068,-0.01,,19.3,0.16,>,19.36,0.038844764,,20.49,0.33,>,19.96,0.13882075,>,18.19,0.1503876,>,17.31,0.15390909,Cl,2,Simbad,1343,11.29570989,1.81E-04,41.64898535,6.33E-05,21.22427192,0.040825419,21.60602822,0.139845186,21.03332312,0.128017387,20.35151225,0.106569739,,,0.276656077,2
,2341,11.29828611,41.62131806,1.55,0.32,0.75,0,,0,,17.39,0.05,,17.64,0.06,,19.06,0.08,>,19.1,0.13882075,>,18.62,0.1503876,>,17.9,0.15390909,,0,Simbad,1512,11.29835279,3.60E-05,41.62123744,5.39E-05,18.88440255,0.026280792,19.39903843,0.061123101,19.06552697,0.058594947,18.73460009,0.05286627,,,0.341227037,2
E,955,11.29937889,41.62014889,2.6,0.78,0.89,0,hodge10_75,-0.02,,17,0.24,,16.84,0.13,,17.91,0.12,,17.29,0.17,,16.79,0.17,,16.46,0.31,,0,Simbad,658,11.29942427,4.74E-05,41.62017249,2.89E-05,18.95489829,0.026443577,19.81060507,0.069534894,19.36519102,0.06509075,18.70977653,0.05233046,,,0.148781689,2
,3484,11.30372194,41.624615,1.3,0.32,0.62,0,WH27,0,>,19.16,0.044584837,>,18.96,0.038844764,>,19.74,0.05525,>,18.85,0.13882075,>,18.41,0.1503876,>,18.04,0.15390909,,0,Simbad,2151,11.30364089,1.20E-04,41.62443079,1.31E-04,20.53099073,0.033848337,20.72286804,0.097069975,21.21191054,0.138407234,20.01312361,0.091633084,,,0.698112886,2
,3021,11.30490611,41.661315,1.76,0.09,0.6,0,,0,,17.01,0.01,,17.27,0.01,,18.7,0.01,,18.53,0.1,,17.55,0.16,,16.72,0.17,,0,Simbad,1905,11.30492332,5.96E-05,41.66130882,2.89E-05,18.92472045,0.02637272,19.18401312,0.05751187,18.8861882,0.055213258,18.43946463,0.046918265,,,0.051366555,2
,1068A,11.30604,41.62670889,1.5,0.45,0.88,0,WH28,-0.02,,17.97,0.01,,17.53,0.06,,17.93,0.03,,16.89,0.03,,16.49,0.05,,16.17,0.09,,1,Simbad,734,11.30609141,5.22E-05,41.6266536,3.93E-05,20.0111136,0.030395653,20.83074438,0.101319758,20.43502279,0.09914143,19.00219006,0.059091238,,,0.242403253,2
,1068B,11.30604,41.62670889,1.5,0.45,0.88,0,WH28,-0.02,,17.97,0.01,,17.53,0.06,,17.93,0.03,,16.89,0.03,,16.49,0.05,,16.17,0.09,,1,Simbad,734,11.3060073,2.49E-04,41.62670673,4.10E-05,20.09686923,0.062041035,19.7526874,0.077691528,23.30246032,0.313417442,19.04667932,0.078363741,,,0.088341544,13
,1803A,11.30886306,41.62895306,1.46,0.38,0.74,0,KHM31-571,-0.01,,17.79,0.04,,17.82,0.05,,18.91,0.03,,18.66,0.1,>,17.14,0.1503876,>,16.29,0.15390909,,0,Simbad,1205,11.30886406,7.71E-05,41.62892627,2.54E-05,19.59094618,0.02842534,19.96043777,0.073147722,19.8630343,0.078579317,19.61225367,0.076794456,,,0.096470176,2
,1803B,11.30886306,41.62895306,1.46,0.38,0.74,0,KHM31-571,-0.01,,17.79,0.04,,17.82,0.05,,18.91,0.03,,18.66,0.1,>,17.14,0.1503876,>,16.29,0.15390909,,0,Simbad,1205,11.30881082,2.18E-04,41.62895021,4.50E-05,19.55726541,0.052920292,19.28254108,0.066375404,21.65531701,0.150723681,19.32770179,0.087098799,,,0.140921391,13
,1272A,11.30962889,41.62362611,1.67,0.53,0.86,0,WH29,-0.03,,18.72,0.04,,18.62,0.01,,19.75,0.09,,18.95,0.07,,18.39,0.14,>,17.51,0.15390909,,0,Simbad,860,11.30958407,1.05E-04,41.62362649,3.07E-05,20.25975699,0.031887942,20.58793114,0.092083256,20.43437271,0.099114489,19.69613703,0.079667337,,,0.12061963,2
,1272B,11.30962889,41.62362611,1.67,0.53,0.86,0,WH29,-0.03,,18.72,0.04,,18.62,0.038844764,,19.75,0.09,,18.95,0.07,,18.39,0.14,>,17.51,0.15390909,,0,Simbad,860,11.30962638,1.69E-04,41.62360402,6.60E-05,20.69663859,0.076311147,20.74044757,0.113659664,22.42510491,0.211220191,21.65031004,0.234677366,,,0.079799341,13
,975A,11.31932806,41.6555,1.51,0.47,0.89,0,,-0.03,,19.72,0.07,,19.65,0.04,,20.2,0.05,,19.36,0.25,>,19.06,0.1503876,>,18.08,0.15390909,,0,Simbad,670,11.31935826,1.26E-04,41.65541715,3.27E-05,21.51202425,0.044740789,22.3261627,0.19154639,21.87450511,0.185753492,21.28186446,0.162317014,,,0.309110438,2
,975B,11.31932806,41.6555,1.51,0.47,0.89,0,,-0.03,,19.72,0.07,,19.65,0.04,,20.2,0.05,,19.36,0.25,>,19.06,0.1503876,>,18.08,0.15390909,,0,Simbad,670,11.31924358,1.51E-04,41.65543895,1.24E-04,21.90858987,0.123995222,20.81051414,0.116989495,21.54438501,0.143724705,21.37416861,0.207330751,,,0.316126874,13
,607A,11.323085,41.656155,2.3,0.57,0.93,0,hodge10_77,0,,16.22,0.03,,16.51,0.03,,18.06,0.04,,18.26,0.15,>,18.56,0.1503876,>,17.1,0.15390909,,0,Simbad,436,11.32320099,7.42E-05,41.65610726,3.26E-05,18.26707348,0.025203083,18.28857209,0.04699983,18.5258844,0.049430183,18.35335022,0.045347998,,,0.356181049,2
,607B,11.323085,41.656155,2.3,0.57,0.93,0,hodge10_77,0,,16.22,0.03,,16.51,0.03,,18.06,0.04,,18.26,0.15,>,18.56,0.1503876,>,17.1,0.15390909,,0,Simbad,436,11.32313356,1.86E-04,41.65610559,3.24E-05,18.32238115,0.041159389,18.25386848,0.050633414,19.75379431,0.071983021,18.25162507,0.060006285,,,0.220673887,13
,1176,11.32323389,41.58526694,1.44,0.61,0.87,0,,-0.11,,20.49,0.05,,20.44,0.04,,20.68,0.04,,19.37,0.22,,18.71,0.37,>,17.77,0.15390909,,0,Simbad,805,11.32331974,1.34E-04,41.58533217,1.29E-04,22.22910633,0.057863434,22.41970629,0.199673933,21.85835646,0.184413471,21.38079046,0.169798138,,,0.329503258,2
,3709,11.32585806,41.65589111,2.36,0.79,0.6,0,,-0.04,,18.7,0.08,,18.85,0.31,,19.87,0.17,>,18.61,0.13882075,,16.91,0.13,,15.63,0.07,,0,Simbad,2256,11.32575135,1.97E-04,41.65579826,1.50E-05,21.39212136,0.099992014,20.6964706,0.111629676,21.29658742,0.129412365,20.48256051,0.140031716,,,0.440578229,13
E,2573,11.3272,41.67047889,2.02,0.54,0.72,0,,-0.01,,18.36,0.04,,18.25,0.03,,19.21,0.03,,18.64,0.18,>,17.98,0.1503876,>,17.04,0.15390909,,0,Simbad,1652,11.327276,1.12E-04,41.67041297,7.23E-05,20.40319848,0.032878226,20.91421324,0.104776065,21.57323687,0.162367237,19.98577073,0.090527472,,,0.313183554,2
,1463,11.33140694,41.66472889,1.86,0.55,0.84,0,hodge10_78,-0.02,,20.14,0.08,,20.13,0.34,,20.45,0.34,>,19.72,0.13882075,>,18.58,0.1503876,>,17.61,0.15390909,,0,Simbad,992,11.33127229,1.51E-04,41.66464853,5.36E-05,22.5246636,0.161931823,21.36530303,0.147927441,21.66368721,0.151267433,21.95274918,0.269004187,,,0.463491734,13
,1314A,11.33766611,41.64860306,2.04,0.64,0.86,0,hodge10_79,-0.03,,19.08,0.06,,19.23,0.1,,19.68,0.09,,18.73,0.13,>,17.7,0.1503876,>,16.72,0.15390909,,0,Simbad,888,11.33783956,1.37E-04,41.64854988,1.14E-04,21.45179141,0.043864354,21.21246214,0.118411445,21.20425914,0.137943455,20.7524374,0.127653667,,,0.504328927,2
,1314B,11.33766611,41.64860306,2.04,0.64,0.86,0,hodge10_79,-0.03,,19.08,0.06,,19.23,0.1,,19.68,0.09,,18.73,0.13,>,17.7,0.1503876,>,16.72,0.15390909,,0,Simbad,888,11.33762556,2.60E-04,41.6486241,4.72E-05,22.01549853,0.129786381,21.07540487,0.130698851,21.66309197,0.151228691,21.94144959,0.267632165,,,0.132819816,13
,1582,11.35769889,41.67198806,1.56,0.69,0.81,0,,-0.13,,20.11,0.04,,20.12,0.04,,20.64,0.07,,19.95,0.23,>,19.69,0.1503876,>,18.81,0.15390909,,0,Simbad,1068,11.35773855,1.62E-04,41.67205736,2.18E-05,22.36574531,0.15103332,22.10363572,0.204533222,21.77641642,0.158812043,21.50445078,0.219788981,,,0.271340523,13
,1596,11.36176,41.64479194,1.21,0.38,0.82,0,SK201B,-0.03,,20.1,0.04,,20.04,0.06,,20.58,0.09,,18.87,0.07,,18.09,0.22,,17.24,0.27,Cl,1,Simbad,1073,11.36176599,1.28E-04,41.64481023,3.76E-05,21.6573195,0.111536847,21.80187462,0.178946458,23.50643586,0.343834787,21.32219369,0.202571218,,,0.067779284,13
,4519,11.36200111,41.68676806,1.75,0.67,0.51,0,,-0.08,,19.9,0.09,,19.63,0.08,,20.15,0.16,>,18.87,0.13882075,>,17.58,0.1503876,>,16.64,0.15390909,,0,Simbad,2572,11.36212568,1.66E-04,41.686907,2.11E-05,22.86683651,0.188420258,21.73009222,0.173385705,22.42306957,0.211028959,21.54073316,0.223397284,,,0.601940912,13
,1312,11.40266194,41.71448389,1.9,0.79,0.86,0,,-0.11,,19.01,0.1,,18.87,0.07,,19.95,0.07,,19.66,0.2,>,18.67,0.1503876,>,17.68,0.15390909,,0,Simbad,886,11.40279399,8.35E-05,41.71443861,4.21E-05,21.15956939,0.091085711,20.97680247,0.125381473,22.02278809,0.176815779,21.12677508,0.185691848,,,0.390480485,13
,2933,11.41282889,41.71487111,0.93,0.23,0.68,0,,0,,20.02,0.04,,19.92,0.02,,20.75,0.02,>,20.56,0.13882075,>,19.57,0.1503876,>,18.65,0.15390909,,0,Simbad,1862,11.41280118,8.57E-05,41.71481537,3.16E-05,22.23767429,0.142840271,21.73705173,0.173916463,22.35027255,0.204309745,21.08830039,0.182549772,,,0.214023326,13
,1253,11.41746111,41.74347389,1.39,0.34,0.86,0,,0,,19.15,0.05,,19.09,0.05,,20.1,0.06,>,19.2,0.13882075,>,17.88,0.1503876,>,16.85,0.15390909,,0,Simbad,849,11.41749064,7.47E-05,41.74342737,6.72E-05,21.71766444,0.114387537,20.95157474,0.124062653,21.13982649,0.121233466,20.35328515,0.132468417,,,0.185307636,13
,696,11.42039306,41.734725,2.4,0.68,0.88,0,,-0.01,,18.09,0.07,,18.03,0.04,,19.04,0.01,,18.78,0.23,>,17.96,0.1503876,>,16.83,0.15390909,,0,Simbad,497,11.4201992,1.13E-04,41.73466079,2.43E-05,20.58746478,0.073337643,20.49361605,0.102838095,20.37902999,0.089714581,19.51264728,0.093611949,,,0.569770319,13
,4280,11.42183306,41.71374889,1.39,0.42,0.54,0,,-0.02,,20.4,0.08,,20.49,0.07,,21.44,0.11,>,23.56,0.13882075,>,19.42,0.1503876,>,18.43,0.15390909,,0,Simbad,2505,11.42187468,1.26E-04,41.71371322,6.40E-05,22.49073789,0.159534587,22.0340415,0.198300866,21.7773818,0.158878465,21.78781111,0.249680792,,,0.170290211,13
,1423,11.42205889,41.739605,1.57,0.3,0.81,0,,0,,19.04,0.02,,18.97,0.06,,19.45,0.02,,17.48,0.03,,16.37,0.04,,15.45,0.01,,0,Simbad,963,11.42210433,4.49E-05,41.73951686,3.97E-05,21.36631591,0.098949931,20.75104582,0.114155739,21.49204758,0.140553274,20.56034038,0.144818678,,,0.339974096,13
,2593,11.43033194,41.74463806,1.86,0.36,0.72,0,,0,,17.98,0.04,,17.95,0.04,,18.89,0.03,,17.31,0.05,,16.2,0.03,,15.33,0.05,,0,Simbad,1666,11.43038007,4.86E-05,41.74455092,3.86E-05,20.38432454,0.068268622,20.08943672,0.087879374,20.43843733,0.091744444,19.18892564,0.082618082,,,0.339278269,13
,3388,11.43173694,41.70993611,1.45,0.31,0.63,0,,0,,19.73,0.01,,19.47,0.03,,20.44,0.08,>,19.33,0.13882075,>,18.7,0.1503876,>,18.64,0.15390909,,0,Simbad,2100,11.43176133,4.03E-05,41.7099088,2.71E-05,21.97266109,0.127429128,21.80052439,0.178840078,21.95425541,0.171590003,21.11594885,0.184801869,,,0.118171817,13
,995,11.44183611,41.72249889,1.25,0.37,0.89,0,,-0.02,,19.09,0.03,,19.22,0.03,,20.4,0.06,,19.83,0.15,>,19.28,0.1503876,>,18.24,0.15390909,,0,Simbad,683,11.44189876,7.59E-05,41.72243058,4.40E-05,20.8419692,0.080558168,20.71271143,0.112374046,21.07184541,0.117883499,20.48688058,0.140292845,,,0.298022948,13
E,4633,11.50305806,41.74562889,2.01,0.28,0.5,0,,0,,17.3,0.05,,17.68,0.02,,19.28,0.09,,19.15,0.04,,19.11,0.35,>,18.51,0.15390909,,0,Simbad,2607,11.50315606,2.45E-05,41.74567009,3.69E-05,18.93709357,0.045736309,18.67406815,0.055812084,18.81006235,0.055165908,18.74414525,0.070363767,,,0.302158933,13
