f275w_ul,f275w_vega,f275w_err_orig,f275w_err,,f336w_ul,f336w_vega,f336w_err_orig,f336w_err,,f475w_ul,f475w_vega,f475w_err_orig,f475w_err,,f814w_ul,f814w_vega,f814w_err_orig,f814w_err,,f110w_ul,f110w_vega,f110w_err_orig,f110w_err,,f160w_ul,f160w_vega,f160w_err_orig,f160w_err,,F148W_ul,F148W_AB,F148W_err,,F172M_ul,F172M_AB,F172M_err,,N219M_ul,N219M_AB,N219M_err,,N279N_ul,N279N_AB,N279N_err,,F169M_ul,F169M_AB,F169M_err_orig,F169M_err
 ,18.59,0.01,0.01,, ,18.58,0.01,0.01,, ,19.13,0.04,0.04,, ,17.84,0.09,0.09,, ,17.3,0.18,0.18,, ,16.52,0.1,0.1,,,20.58850496,0.034313612,,,21.06189527,0.11126838,,,20.64592673,0.108361402,,,,,,,,,0.01
 ,16.3,0.05,0.05,, ,16.58,0.05,0.05,, ,17.93,0.07,0.07,, ,17.8,0.08,0.08,, ,17.73,0.17,0.17,, ,17.46,0.34,0.34,,,17.66385687,0.024582711,,,18.39483771,0.047928604,,,17.88216501,0.04189952,,,,,,,,,0.01
 ,18.63,0.01,0.01,, ,18.69,0.01,0.01,, ,19.23,0.02,0.02,, ,18.12,0.05,0.05,, ,17.27,0.09,0.09,, ,16.45,0.1,0.1,,,20.72245219,0.035470184,,,20.96633365,0.107011271,,,20.53722465,0.103488156,,,,,,,,,0.01
 ,16.9,0.02,0.02,, ,15.89,0.01,0.01,, ,15.37,0.01,0.01,, ,13.74,0.01,0.01,, ,13.05,0.01,0.01,, ,12.31,0.01,0.01,,,20.00767977,0.067389929,,,20.01926385,0.092121432,,,19.44962599,0.071173245,,,,,,,,,0.01
 ,18.34,0.01,0.01,, ,18.54,0.01,0.01,, ,19.77,0.02,0.02,, ,19.64,0.14,0.14,,>,19.89,,0.01,,>,18.89,,0.01,,,20.39760616,0.032837712,,,20.53883181,0.090355805,,,20.23912194,0.091410396,,,,,,,,,0.01
 ,17,0.24,0.24,, ,16.84,0.13,0.13,, ,17.91,0.12,0.12,, ,17.29,0.17,0.17,, ,16.79,0.17,0.17,, ,16.46,0.31,0.31,,,18.95489829,0.026443577,,,19.81060507,0.069534894,,,19.36519102,0.06509075,,,,,,,,,0.01
 ,19.72,0.07,0.07,, ,19.65,0.04,0.04,, ,20.2,0.05,0.05,, ,19.36,0.25,0.25,,>,19.06,,0.01,,>,18.08,,0.01,,,21.51202425,0.044740789,,,22.3261627,0.19154639,,,21.87450511,0.185753492,,,,,,,,,0.01
 ,19.72,0.07,0.07,, ,19.65,0.04,0.04,, ,20.2,0.05,0.05,, ,19.36,0.25,0.25,,>,19.06,,0.01,,>,18.08,,0.01,,,21.90858987,0.123995222,,,20.81051414,0.116989495,,,20.70454322,0.143724705,,,,,,,,,0.01
 ,19.2,0.07,0.07,, ,19.17,0.02,0.02,, ,19.41,0.04,0.04,, ,19.36,0.25,0.25,,>,18.46,,0.01,,>,17.17,,0.01,,,21.31066203,0.041930246,,,21.68184224,0.144476041,,,20.84571501,0.118031792,,,,,,,,,0.01
 ,19.09,0.03,0.03,, ,19.22,0.03,0.03,, ,20.4,0.06,0.06,, ,19.83,0.15,0.15,,>,19.28,,0.01,,>,18.24,,0.01,,,20.8419692,0.080558168,,,20.71271143,0.112374046,,,20.23200362,0.117883499,,,,,,,,,0.01
 ,18.86,0.01,0.01,, ,18.96,0.02,0.02,, ,19.83,0.05,0.05,, ,19.89,0.07,0.07,,>,19.13,,0.01,,>,17.93,,0.01,,,20.67042599,0.035008539,,,21.11826875,0.113879027,,,20.30595472,0.093962067,,,,,,,,,0.01
 ,18.59,0.01,0.01,, ,18.52,0.02,0.02,, ,18.99,0.03,0.03,, ,17.89,0.04,0.04,, ,17.03,0.11,0.11,, ,16.23,0.05,0.05,,,20.88677206,0.077068765,,,20.59374589,0.078270955,,,20.87131902,0.118538072,,,,,,,19.83306084,0.071815733,0.071815733
 ,18.59,0.01,0.01,, ,18.52,0.02,0.02,, ,18.99,0.03,0.03,, ,17.89,0.04,0.04,, ,17.03,0.11,0.11,, ,16.23,0.05,0.05,,,20.8372316,0.086643,,,20.56468212,0.113316729,,,20.84508152,0.116552555,,,,,,,,,0.01
 ,17.59,0.05,0.05,, ,17.58,0.06,0.06,, ,18.72,0.09,0.09,, ,18.06,0.24,0.24,, ,17.75,0.36,0.36,,>,16.9,,0.01,,,19.91887905,0.029907893,,,20.15764059,0.078403356,,,20.13956048,0.087767114,,,,,,,,,0.01
 ,16.7,0.02,0.02,, ,15.91,0.01,0.01,, ,15.62,0.01,0.01,, ,14.12,0.01,0.01,, ,13.56,0.03,0.03,, ,12.88,0.03,0.03,,,20.01227081,0.073263356,,,19.83797133,0.059338387,,,19.31997859,0.064996844,,,,,,,18.80586114,0.049230921,0.049230921
 ,17.97,0.01,0.01,, ,17.53,0.06,0.06,, ,17.93,0.03,0.03,, ,16.89,0.03,0.03,, ,16.49,0.05,0.05,, ,16.17,0.09,0.09,,,20.0111136,0.030395653,,,20.83074438,0.101319758,,,20.43502279,0.09914143,,,,,,,,,0.01
 ,17.97,0.01,0.01,, ,17.53,0.06,0.06,, ,17.93,0.03,0.03,, ,16.89,0.03,0.03,, ,16.49,0.05,0.05,, ,16.17,0.09,0.09,,,20.09686923,0.062041035,,,19.7526874,0.077691528,,,22.46261853,0.313417442,,,,,,,,,0.01
 ,19.1,0.01,0.01,, ,19.21,0.01,0.01,, ,19.69,0.02,0.02,, ,18.65,0.12,0.12,, ,18,0.22,0.22,, ,17.46,0.34,0.34,,,20.81477894,0.036329805,,,21.47687085,0.132343772,,,20.99758333,0.126044007,,,,,,,,,0.01
 ,18.92,0.04,0.04,, ,18.92,0.02,0.02,, ,19.69,0.02,0.02,, ,19.23,0.14,0.14,,>,19.08,,0.01,,>,18.12,,0.01,,,21.06275161,0.038911609,,,21.69630766,0.14537936,,,20.65625262,0.108838165,,,,,,,,,0.01
 ,18.47,0.05,0.05,, ,18.67,0.04,0.04,, ,19.6,0.01,0.01,,>,19.36,,0.01,,>,19.23,,0.01,,>,19.28,,0.01,,,20.08718567,0.030823818,,,20.43352409,0.086801112,,,20.10258172,0.0864607,,,,,,,,,0.01
 ,17,0.04,0.04,, ,16.08,0.01,0.01,, ,15.64,0.01,0.01,, ,14.08,0.01,0.01,, ,13.5,0.01,0.01,, ,12.81,0.01,0.01,,,20.60461945,0.034447281,,,20.58732241,0.09206156,,,19.68862198,0.073435497,,,,,,,,,0.01
 ,17.59,0.02,0.02,, ,17.79,0.02,0.02,, ,19.02,0.04,0.04,, ,19.03,0.3,0.3,,>,17.99,,0.01,,>,17.08,,0.01,,,19.735597,0.072550297,,,19.39259026,0.051473603,,,21.0138817,0.125954554,,,,,,,18.53511924,0.045174614,0.045174614
 ,17.59,0.02,0.02,, ,17.79,0.02,0.02,, ,19.02,0.04,0.04,, ,19.03,0.3,0.3,,>,17.99,,0.01,,>,17.08,,0.01,,,19.59989271,0.061088447,,,19.35833057,0.073783657,,,19.23495938,0.066942883,,,,,,,,,0.01
 ,20.49,0.05,0.05,, ,20.44,0.04,0.04,, ,20.68,0.04,0.04,, ,19.37,0.22,0.22,, ,18.71,0.37,0.37,,>,17.77,,0.01,,,22.22910633,0.057863434,,,22.41970629,0.199673933,,,21.85835646,0.184413471,,,,,,,,,0.01
 ,20.35,0.05,0.05,, ,20.27,0.04,0.04,, ,20.83,0.1,0.1,,>,19.48,,0.01,,>,18.11,,0.01,,>,17.17,,0.01,,,22.35911491,0.060848192,,,22.25288587,0.185428452,,,22.39705817,0.235103635,,,,,,,,,0.01
 ,17.13,0.02,0.02,, ,17.44,0.01,0.01,, ,18.77,0.02,0.02,, ,18.92,0.13,0.13,,>,18.62,,0.01,,>,17.63,,0.01,,,18.99896039,0.071323739,,,18.66772488,0.042573397,,,18.75125229,0.05442568,,,,,,,17.79665926,0.03706101,0.03706101
 ,17.34,0.02,0.02,, ,17.46,0.04,0.04,, ,18.6,0.05,0.05,, ,18.46,0.2,0.2,,>,17.96,,0.01,,>,17.42,,0.01,,,19.45492769,0.027912736,,,19.68267235,0.066692512,,,19.38134531,0.065473198,,,,,,,,,0.01
 ,19.99,0.07,0.07,, ,19.8,0.03,0.03,, ,20.09,0.03,0.03,,>,19.18,,0.01,,>,18.02,,0.01,,>,17.06,,0.01,,,22.99136361,0.10995974,,,21.69105691,0.123307372,,,22.1754725,0.209961835,,,,,,,21.11099919,0.123243131,0.123243131
 ,17.41,0.03,0.03,, ,17.66,0.03,0.03,, ,18.84,0.05,0.05,, ,18.86,0.29,0.29,,>,18.53,,0.01,,>,17.73,,0.01,,,19.26174093,0.027273622,,,19.66241815,0.06626209,,,18.95763102,0.056517697,,,,,,,,,0.01
 ,19.15,0.05,0.05,, ,19.09,0.05,0.05,, ,20.1,0.06,0.06,,>,19.2,,0.01,,>,17.88,,0.01,,>,16.85,,0.01,,,21.71766444,0.114387537,,,20.95157474,0.124062653,,,20.2999847,0.121233466,,,,,,,,,0.01
 ,17.5,0.01,0.01,, ,17.7,0.01,0.01,, ,18.77,0.01,0.01,, ,18.55,0.08,0.08,, ,17.89,0.22,0.22,, ,17.28,0.25,0.25,,,19.39542184,0.027705247,,,19.71004561,0.067282599,,,19.22541591,0.061922656,,,,,,,,,0.01
 ,18.74,0.02,0.02,, ,18.02,0.01,0.01,, ,17.77,0.01,0.01,, ,16.24,0.03,0.03,, ,15.67,0.05,0.05,, ,14.92,0.06,0.06,,,21.84784752,0.086091966,,,20.86091014,0.087038839,,,21.73734402,0.172687279,,,,,,,20.56840859,0.097394585,0.097394585
 ,18.72,0.04,0.04,, ,18.62,0.01,0.01,, ,19.75,0.09,0.09,, ,18.95,0.07,0.07,, ,18.39,0.14,0.14,,>,17.51,,0.01,,,20.25975699,0.031887942,,,20.58793114,0.092083256,,,20.43437271,0.099114489,,,,,,,,,0.01
 ,18.72,0.04,0.04,, ,18.62,0.01,0.01,, ,19.75,0.09,0.09,, ,18.95,0.07,0.07,, ,18.39,0.14,0.14,,>,17.51,,0.01,,,20.69663859,0.076311147,,,20.74044757,0.113659664,,,21.58526312,0.211220191,,,,,,,,,0.01
 ,18.85,0.04,0.04,, ,19.02,0.03,0.03,, ,19.94,0.07,0.07,, ,19.54,0.1,0.1,, ,19.18,0.36,0.36,,>,18.47,,0.01,,,20.7437406,0.035663754,,,20.92011018,0.105025951,,,20.42861099,0.098876091,,,,,,,,,0.01
 ,19.24,0.03,0.03,, ,19.02,0.02,0.02,, ,19.41,0.01,0.01,, ,18.81,0.19,0.19,, ,18.44,0.1,0.1,, ,18.05,0.28,0.28,,,21.544844,0.082470869,,,21.31238244,0.10488985,,,21.52154786,0.157000279,,,,,,,20.60496101,0.098928816,0.098928816
 ,19.24,0.03,0.03,, ,19.02,0.02,0.02,, ,19.41,0.01,0.01,, ,18.81,0.19,0.19,, ,18.44,0.1,0.1,, ,18.05,0.28,0.28,,,21.29987857,0.102256384,,,20.90503953,0.130001725,,,22.69527241,0.257939689,,,,,,,,,0.01
 ,19.01,0.1,0.1,, ,18.87,0.07,0.07,, ,19.95,0.07,0.07,, ,19.66,0.2,0.2,,>,18.67,,0.01,,>,17.68,,0.01,,,21.15956939,0.091085711,,,20.97680247,0.125381473,,,21.18294631,0.176815779,,,,,,,,,0.01
 ,19.08,0.06,0.06,, ,19.23,0.1,0.1,, ,19.68,0.09,0.09,, ,18.73,0.13,0.13,,>,17.7,,0.01,,>,16.72,,0.01,,,21.45179141,0.043864354,,,21.21246214,0.118411445,,,21.20425914,0.137943455,,,,,,,,,0.01
 ,19.08,0.06,0.06,, ,19.23,0.1,0.1,, ,19.68,0.09,0.09,, ,18.73,0.13,0.13,,>,17.7,,0.01,,>,16.72,,0.01,,,22.01549853,0.129786381,,,21.07540487,0.130698851,,,20.82325018,0.151228691,,,,,,,,,0.01
 ,18.82,0.04,0.04,, ,18.56,0.04,0.04,, ,18.81,0.03,0.03,, ,18.08,0.01,0.01,, ,18.02,0.17,0.17,,>,17.71,,0.01,,,21.60485934,0.083121636,,,21.26095223,0.102644811,,,22.68183546,0.26383427,,,,,,,20.26098878,0.085536175,0.085536175
 ,18.82,0.04,0.04,, ,18.56,0.04,0.04,, ,18.81,0.03,0.03,, ,18.08,0.01,0.01,, ,18.02,0.17,0.17,,>,17.71,,0.01,,,21.48191399,0.109581173,,,21.1591831,0.144496769,,,21.47972641,0.151447041,,,,,,,,,0.01
 ,16.66,0.01,0.01,, ,16.98,0.01,0.01,, ,18.33,0.03,0.03,, ,18.14,0.08,0.08,, ,16.96,0.11,0.11,, ,16.01,0.1,0.1,,,18.44539756,0.025458377,,,18.70163402,0.051048306,,,20.14593567,0.087994867,,,,,,,,,0.01
 ,16.66,0.01,0.01,, ,16.98,0.01,0.01,, ,18.33,0.03,0.03,, ,18.14,0.08,0.08,, ,16.96,0.11,0.11,, ,16.01,0.1,0.1,,,18.73025359,0.071043825,,,18.33716433,0.039763442,,,18.19756406,0.047218816,,,,,,,17.50032198,0.03478389,0.03478389
 ,19.47,0.05,0.05,, ,19.54,0.08,0.08,, ,20.24,0.11,0.11,,>,19.28,,0.01,,>,17.94,,0.01,,>,16.97,,0.01,,,21.75157503,0.121828071,,,21.14813045,0.143827046,,,21.52036407,0.154084281,,,,,,,,,0.01
 ,18.94,0.14,0.14,, ,19.09,0.12,0.12,, ,19.84,0.12,0.12,, ,18.43,0.09,0.09,, ,17.96,0.28,0.28,, ,17.22,0.35,0.35,,,20.47079846,0.033380683,,,21.02218674,0.109474071,,,20.36770281,0.096397827,,,,,,,,,0.01
 ,20.37,0.04,0.04,, ,20.18,0.05,0.05,, ,20.35,0.1,0.1,, ,20.14,0.34,0.34,,>,19.57,,0.01,,>,19.17,,0.01,,,22.63270133,0.067840072,,,22.43836577,0.201338954,,,22.0625459,0.202132851,,,,,,,,,0.01
 ,18.92,0.06,0.06,, ,19.21,0.08,0.08,, ,20.26,0.08,0.08,,>,19.71,,0.01,,>,18.36,,0.01,,>,17.26,,0.01,,,20.51063217,0.077877441,,,20.26432143,0.10087533,,,19.95202857,0.083558484,,,,,,,,,0.01
 ,15.44,0.01,0.01,, ,15.66,0.01,0.01,, ,17.1,0.01,0.01,, ,17.11,0.09,0.09,, ,17.01,0.17,0.17,,>,16.21,,0.01,,,17.73390036,0.024638992,,,17.99646881,0.044796462,,,17.33970179,0.037700635,,,,,,,,,0.01
 ,18.24,0.02,0.02,, ,17.3,0.01,0.01,, ,16.88,0.01,0.01,, ,15.32,0.01,0.01,, ,14.74,0.02,0.02,, ,14.04,0.03,0.03,,,21.38054556,0.080840383,,,20.98206251,0.091433936,,,20.88457587,0.119205829,,,,,,,20.53968576,0.096208273,0.096208273
 ,19.04,0.02,0.02,, ,18.97,0.06,0.06,, ,19.45,0.02,0.02,, ,17.48,0.03,0.03,, ,16.37,0.04,0.04,, ,15.45,0.01,0.01,,,21.36631591,0.098949931,,,20.75104582,0.114155739,,,20.65220579,0.140553274,,,,,,,,,0.01
 ,20.87,0.11,0.11,, ,20.64,0.01,0.01,, ,21.02,0.07,0.07,,>,21.69,,0.01,,>,18.9,,0.01,,>,17.79,,0.01,,,22.73767423,0.070797854,,,22.61663655,0.218013269,,,22.97802727,0.306177884,,,,,,,,,0.01
 ,19.7,0.02,0.02,, ,19.67,0.03,0.03,, ,20.14,0.03,0.03,, ,18.58,0.13,0.13,, ,17.42,0.04,0.04,, ,16.52,0.02,0.02,,,21.80191162,0.049417842,,,21.97653214,0.164197181,,,21.31584709,0.144879493,,,,,,,,,0.01
 ,19.14,0.02,0.02,, ,19.16,0.02,0.02,, ,19.57,0.02,0.02,, ,19.54,0.18,0.18,,>,19.16,,0.01,,>,17.59,,0.01,,,21.02973537,0.038543719,,,21.35654488,0.125774696,,,20.77147609,0.114326758,,,,,,,,,0.01
 ,20.14,0.08,0.08,, ,20.13,0.34,0.34,, ,20.45,0.34,0.34,,>,19.72,,0.01,,>,18.58,,0.01,,>,17.61,,0.01,,,22.5246636,0.161931823,,,21.36530303,0.147927441,,,20.82384542,0.151267433,,,,,,,,,0.01
 ,19.66,0.01,0.01,, ,19.51,0.02,0.02,, ,20,0.04,0.04,, ,19.65,0.18,0.18,, ,19.22,0.35,0.35,,>,17.93,,0.01,,,21.89783457,0.051144102,,,21.90655438,0.159255204,,,21.47235845,0.155255789,,,,,,,,,0.01
>,20.53,0.01,0.01,,>,20.73,,0.01,, ,20.8,0.2,0.2,,>,20.9,,0.01,,>,19.25,,0.01,,>,17.57,,0.01,,,22.81609137,0.104975776,,,21.85072115,0.132158731,,,22.90644143,0.292141706,,,,,,,21.49069373,0.145806478,0.145806478
 ,19,0.02,0.02,, ,18.89,0.05,0.05,, ,19.77,0.08,0.08,, ,19.34,0.31,0.31,,>,18.65,,0.01,,>,17.69,,0.01,,,20.97850691,0.037987961,,,20.956026,0.106564443,,,21.65126309,0.168106985,,,,,,,,,0.01
 ,18.39,0.03,0.03,, ,18.21,0.02,0.02,, ,18.66,0.02,0.02,, ,18.32,0.07,0.07,, ,17.79,0.12,0.12,, ,17.13,0.14,0.14,,,20.8064311,0.036249908,,,21.15368474,0.115557849,,,19.89414001,0.079547774,,,,,,,,,0.01
 ,20.11,0.04,0.04,, ,20.12,0.04,0.04,, ,20.64,0.07,0.07,, ,19.95,0.23,0.23,,>,19.69,,0.01,,>,18.81,,0.01,,,22.36574531,0.15103332,,,22.10363572,0.204533222,,,20.93657463,0.158812043,,,,,,,,,0.01
 ,20.4,0.11,0.11,, ,20.22,0.04,0.04,, ,20.37,0.02,0.02,, ,19.77,0.16,0.16,, ,19.14,0.29,0.29,, ,18.04,0.16,0.16,,,22.59716489,0.066874513,,,21.80737639,0.152532372,,,22.82050206,0.284967986,,,,,,,,,0.01
 ,20.1,0.04,0.04,, ,20.04,0.06,0.06,, ,20.58,0.09,0.09,, ,18.87,0.07,0.07,, ,18.09,0.22,0.22,, ,17.24,0.27,0.27,,,21.6573195,0.111536847,,,21.80187462,0.178946458,,,22.66659407,0.343834787,,,,,,,,,0.01
 ,18.21,0.01,0.01,, ,18.35,0.01,0.01,, ,19.47,0.03,0.03,, ,19.77,0.26,0.26,,>,18.9,,0.01,,>,18.63,,0.01,,,20.44170435,0.07623736,,,20.09675872,0.094762878,,,22.45448658,0.231644376,,,,,,,,,0.01
 ,19.44,0.12,0.12,, ,19.57,0.11,0.11,, ,20.56,0.15,0.15,,>,20.04,,0.01,,>,18.9,,0.01,,>,18.29,,0.01,,,21.26697235,0.101007912,,,20.91334641,0.130446602,,,21.45048631,0.149582125,,,,,,,,,0.01
 ,19.44,0.12,0.12,, ,19.57,0.11,0.11,, ,20.56,0.15,0.15,,>,20.04,,0.01,,>,18.9,,0.01,,>,18.29,,0.01,,,21.11411569,0.078616206,,,20.69094007,0.08131958,,,20.87552428,0.118749418,,,,,,,20.07597788,0.079234014,0.079234014
 ,18.51,0.07,0.07,, ,18.27,0.05,0.05,, ,18.99,0.03,0.03,, ,18.24,0.05,0.05,, ,17.68,0.04,0.04,, ,17.44,0.09,0.09,,,20.51355221,0.033710848,,,20.88982109,0.1037505,,,20.78853625,0.115166251,,,,,,,,,0.01
 ,17.58,0.01,0.01,, ,17.94,0.01,0.01,, ,19.33,0.04,0.04,, ,19.38,0.09,0.09,,>,19.41,,0.01,,>,18.36,,0.01,,,19.22023772,0.071611212,,,18.72442666,0.043124831,,,20.52260481,0.102475852,,,,,,,19.49301238,0.062895475,0.062895475
 ,17.58,0.01,0.01,, ,17.94,0.01,0.01,, ,19.33,0.04,0.04,, ,19.38,0.09,0.09,,>,19.41,,0.01,,>,18.36,,0.01,,,19.29380807,0.057406355,,,18.85745621,0.064051353,,,18.93345489,0.061913695,,,,,,,,,0.01
 ,19.57,0.03,0.03,, ,19.7,0.01,0.01,, ,20.64,0.05,0.05,,>,20.46,,0.01,,>,19.21,,0.01,,>,18.27,,0.01,,,21.34476098,0.042382598,,,22.02480323,0.167705011,,,21.57118838,0.162219399,,,,,,,,,0.01
 ,19.85,0.04,0.04,, ,19.97,0.02,0.02,, ,20.8,0.12,0.12,,>,19.99,,0.01,,>,18.62,,0.01,,>,17.52,,0.01,,,21.49075496,0.044427727,,,22.41831932,0.199550761,,,21.21312569,0.138481047,,,,,,,,,0.01
 ,18.36,0.02,0.02,, ,18.65,0.03,0.03,, ,20.09,0.08,0.08,,>,20.18,,0.01,,>,19.04,,0.01,,>,18.55,,0.01,,,19.77650184,0.063604411,,,19.85952149,0.087025735,,,19.69635319,0.076789263,,,,,,,,,0.01
